Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,6.2,7.1,8.3,9.35,10.8,12.1,13.6,15.3,16.7,30.15,31.7,33.3,34.6,35.9,37.1,38.6,..,..
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,4.4,9.3,14.1,19,23.8,28.7,33.5,38.4,42.4,97.7,93.4,97.7,97.7,97.7,85.3,85.3,..,..
Afghanistan,AFG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,14.8933122,..,..,..,9.653821844,..,..,..,..
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,15.69503119,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-19.50573346,..,..,..,..
Afghanistan,AFG,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,139.376,145.383,154.31,152.471,150.161,143.75,136.93,130.838,121.635,117.754,118.979,75.3,73.021,70.967,68.877,66.599,65.339,64.068,..,..
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.32298422,58.30765221,57.94581666,57.94734986,57.93968385,58.08380479,58.15126566,58.13440044,58.12366803,58.12980084,58.13286724,58.12366803,58.27698818,58.27698818,58.74154823,58.74154823,58.74154823,58.43950754,..,..
Afghanistan,AFG,Agricultural land (sq. km),AG.LND.AGRI.K2,380400,380300,377940,377950,377900,378840,379280,379170,379100,379140,379160,379100,380100,380100,383130,383130,383130,381160,..,..
Afghanistan,AFG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Air transport, passengers carried",IS.AIR.PSGR,241400,212300,149705,..,..,..,..,..,..,..,..,1647425,1125367,1066747.356,449041.025,293212.994,1157419,1031379,..,..
Afghanistan,AFG,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.950116688,1.49538872,8.539335917,..,2.425567911,2.471626676,0.494580316,0.475994202,0.85899294,0.837459188,1.498281599,3.50177143,2.961461071,3.02415747,1.821089541,..,..,..,..,..
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,..,..,0,0,18,71,28,12,5,0,10,215,281,247,167,251,218,250,370,..
Afghanistan,AFG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,..,..,..
Afghanistan,AFG,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,12.20183019,8.886660184,..,..,..,..,..,..,..
Afghanistan,AFG,Battle-related deaths (number of people),VC.BTL.DETH,1478,3302,5235,5055,890,687,715,1595,4750,6911,5552,19014,25676,29940,20475,35787,917,237,260,..
Afghanistan,AFG,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,96.64,..,..,..,..,..,..,..
Afghanistan,AFG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,52.888,52.279,51.491,49.623,47.488,47.056,46.492,44.952,44.087,43.831,42.538,38.171,37.624,37.138,36.601,36.342,36.045,35.437,..,..
Afghanistan,AFG,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,3.347891656,3.135993043,3.425043475,3.017972626,..,..,..,..,..,..
Afghanistan,AFG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,-2.585614083,-65.29707055,-67.67294732,-67.72108376,-65.02544354,-68.972631,-56.11676523,-51.22747903,-29.02626874,34.19405859,257.4886536,306.0617522,316.1944712,317.5354147,329.321964,288.4610095,300.5157475,314.9498006,..
Afghanistan,AFG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,59.81465032,..,..,..,..,..,..,..,..,..,..,32.93045135,..,..,..,..,..,..
Afghanistan,AFG,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,0.366621385,0.583123944,0.923777315,1.237723068,1.477082748,2.035120206,1.961759771,1.873467041,..,..,..,..,..,..
Afghanistan,AFG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.7,..
Afghanistan,AFG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,4.067359549,..,..,..,0.469999999,..,..,..,..
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.42081714,14.3421528,18.3800424,16.85278812,..,..
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,..,..
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,-9.43197407,28.60000117,8.832277803,1.414117993,11.22971483,5.357403247,13.82631955,3.92498382,2.647003203,1.189228129,3.911603416,-2.351100672,-20.73883937,-6.240171992,2.266943736,..,..
Algeria,DZA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,96.5,97,97.45,97.8,98.1,98.4,98.6,98.8,99,99.6,99.7,99.7,99.7,99.7,99.7,99.7,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,98.6,98.6,98.6,98.6,98.6,98.6,98.7,98.7,99.3,99.5,99.6,99.5,99.7,99.8,100,100,..,..
Algeria,DZA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,42.77662565,..,..,..,44.09702214,..,..,35.29010691,..
Algeria,DZA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,85.87007,87.60795,90.74774,92.74897,93.90213,94.35822,95.08431,95.39817,95.64397,95.89073,97.26895,99.48537,99.6475,..,..,..,..,..,..,..
Algeria,DZA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.728826519,-2.806484065,19.48769977,-0.061266877,2.16341712,9.076392167,6.440789828,10.42910524,8.325385251,7.171397464,7.228899561,1.620998181,-0.152322209,0.126419049,-6.141459044,3.613816011,..,..,..,..
Algeria,DZA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,9.520824517,18.85708853,..,..,..,..,..,27.31929614,29.12018604,32.19564318,32.73704298,22.24104352,20.9413489,18.90663639,14.28178529,15.77542393,..,..,..,..
Algeria,DZA,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,4.051458785,3.793836619,5.438500511,1.016816369,5.012718143,6.207079574,4.190241752,0.515100319,77.56907163
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,24.364,24.426,8.658,8.065,7.74,7.727,7.789,7.87,8.403,8.795,9.161,9.978,9.495,10.328,9.901,9.343,8.977,8.698,..,..
Algeria,DZA,Agricultural land (% of land area),AG.LND.AGRI.ZS,16.23854829,16.21587579,16.80326148,16.84020926,16.73356454,16.7548515,17.27518537,17.3028962,17.29030037,17.32011051,17.34404259,17.35501081,17.35656799,17.34698162,17.33522551,17.33060704,17.35134817,17.35903163,..,..
Algeria,DZA,Agricultural land (sq. km),AG.LND.AGRI.K2,386760,386220,400210,401090,398550,399057,411450,412110,411810,412520,413090,413351.408,413388.496,413160,412880,412770,413264,413447,..,..
Algeria,DZA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.05,0.11,0.02,0.02,0.02,0.07,0.07,0.15,0.05,0.05,0.07,0.09,0.11,0.11,0.1,0.09,0.09,0.09,..,..
Algeria,DZA,"Air transport, passengers carried",IS.AIR.PSGR,3748000,3385000,2997480,3419249,3002232,3292815,3236364,3037298,2899722,2813018,2884506,6230157,6442442,6752002,1460077,1949936,4621351,7160662.35,..,..
Algeria,DZA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.875899706,1.805856392,3.364612173,3.278821317,3.334151751,3.164701005,3.187612657,3.130132153,3.208881261,3.141722441,3.074127334,2.564497932,2.532192191,2.501317137,2.813499342,..,..,..,..,..
Algeria,DZA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,..,..,309,110,0,0,0,299,935,1587,899,6353,8910,1647,2124,2130,3646,3601,4838,..
Algeria,DZA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,..,..,..
Algeria,DZA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,12.95850229,12.69740126,14.75576106,16.36388963,19.64159892,20.26175373,..,..,..
Algeria,DZA,Battle-related deaths (number of people),VC.BTL.DETH,..,34,947,642,539,670,397,217,255,472,339,60,33,..,26,..,..,..,..,..
Algeria,DZA,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.931,29.487,19.574,19.405,19.096,19.614,20.337,21.136,21.998,22.873,23.735,25.015,24.063,23.379,22.43,21.392,20.491,19.625,..,..
Algeria,DZA,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,26.00100249,23.2793694,23.37431615,27.82836536,28.98412517,41.01081215,43.24780654,50.62408191,48.12932126,48.63594074,41.9247161,46.86481707,..,..
Algeria,DZA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,4.204828443,21.86699261,18.93517036,24.29022213,33.73951461,33.90539621,40.5215362,46.20848976,50.93715485,57.57893234,130.48854,142.2471483,151.783054,138.2909344,151.2773715,162.1796871,164.1059647,158.2575641,..
Algeria,DZA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,19.38593485,..,..,..,..,..,..,..,..,..,..,12.98441128,..,..,..,..,..,..
Algeria,DZA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,10.95462036,10.11001968,5.309209824,2.796319962,1.154760003,0.784990013,0.872579992,0.515110016,0.889069974,1.655560017,1.235049963,0.416762643,0.730036765,1.914768764,0.248356699,0.878874947,2.130450467,0.930029321,1.579517228,1.56709142
Algeria,DZA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,4.747414721,4.753052154,4.987052731,5.104160304,5.279250082,5.270804839,5.338041381,5.348253479,5.3028044,5.305456253,5.2884367,5.26170703,..,..
Algeria,DZA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.5,..
Algeria,DZA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,539.6083908,540.9434719,686.3536578,711.8139443,733.2090636,788.5735803,805.6813036,891.714578,862.8784874,893.6976285,944.9417484,1554.499633,1568.473006,1651.177957,1591.977093,1681.482396,1756.587213,1827.95251,..,..
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.44368508,29.11782217,42.06971772,34.1212314,33.1371641,35.66906353,38.39295946,44.3712829,45.76413427,44.72015567,45.64718181,20.33367952,23.42310574,20.40794195,15.53520111,23.44436729,30.79155618,23.79006047,19.85238007,..
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,0.69990847,0.696213693,0.662960693,0.677193984,0.691427276,0.705660567,0.719893859,0.734127151,0.748360442,0.762593734,0.776827026,0.815789794,0.810331602,0.814110692,0.818309303,0.822088053,0.826286664,0.830314224,..,..
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.80000058,-1.200000586,3.800000002,2.999999999,5.4,6.500000001,4.5,5.4,2.899999999,3.100000001,2.499999999,1.499999999,1.400000001,0.899999999,-4.999999999,3.799999999,3.600000001,4.1,3.699999999,..
Andorra,AND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Andorra,AND,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,6.581950188,7.512040138,8.070179939,5.331230164,7.552320004,6.19946003,1.986559987,7.373270035,..
Andorra,AND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,12.112,11.785,9.075,9.84,9.384,8.335,8.712,9.064,9.383,9.034,9.328,4.326,3.832,3.526,3.119,3.5,3.527,3.48,..,..
Andorra,AND,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.93617021,48.93617021,48.93617021,48.40425532,48.61702128,48.63829787,48.53191489,46.38297872,46.34042553,44.19148936,44.17021277,40.04255319,40.07234043,40.00021277,39.95170213,39.90680851,39.90680851,39.87404255,..,..
Andorra,AND,Agricultural land (sq. km),AG.LND.AGRI.K2,230,230,230,227.5,228.5,228.6,228.1,218,217.8,207.7,207.6,188.2,188.34,188.001,187.773,187.562,187.562,187.408,..,..
Andorra,AND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.34,12.317,11.54,11.405,10.728,9.537,10.253,10.502,10.498,10.04,10.46,7.831,7.159,6.993,6.831,6.828,6.85,6.859,..,..
Andorra,AND,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..,..,6.369019985,6.019299984,6.583069801,8.192919731,7.161570072,6.753479958,0.180910006,2.414769888,..
Andorra,AND,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1,..
Andorra,AND,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.10000038,..,..,..
Andorra,AND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,..,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.781387549,2.546003531,3.528362361,8.119357722,4.546362214,8.694203716,8.135676338,5.397795985,4.808688699,1.553188141,-5.559186369,0.34607189,1.58876549,2.015547638,-11.18393994,8.28677879,9.564612256,2.58355481,3.371820326,..
Armenia,ARM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,79.3,82.2,84.7,87.1,89.05,90.8,92.3,93.4,94.3,98.1,98.2,98.4,98.5,98.6,98.7,98.8,..,..
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,98.9,100,98,99.1,99.1,99.8,99.1,99.2,99.2,99.7,99.9,100,100,100,100,100,..,..
Armenia,ARM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,47.75901783,..,..,..,55.34773326,..,..,71.37347347,..
Armenia,ARM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,26.94869794,35.85952825,36.57974778,39.30230708,44.59566781,40.5810838,37.51090089,..,..,..
Armenia,ARM,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,87.1312,85.53043,..,88.61333,92.21765,97.07957,..,92.31421,90.843,..,..,..,..,..,..,..
Armenia,ARM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,-0.867664639,8.33064695,14.78365402,19.83944574,10.33822447,14.87320208,14.62713176,16.88731878,9.278231845,10.35649244,4.134614115,5.840983686,-9.192922939,2.360016577,..,..,..,..
Armenia,ARM,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,-17.54156928,-10.92925025,-6.353616014,0.858500843,5.253034831,10.43936847,15.79337014,16.26502626,16.4725016,3.729961241,2.196108268,-3.265515811,2.836673824,1.196214699,..,..,..,..
Armenia,ARM,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,6.249189854,3.912580013,3.116699934,..,8.649798452,9.682703233,10.33790296,8.14048036,5.82838973,4.764066993,6.152634616,3.217591875,..
Armenia,ARM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,73.948,79.881,37.273,33.063,32.184,32.048,32.104,30.055,28.542,27.88,28.827,21.153,18.657,16.328,13.735,13.66,13.487,13.445,..,..
Armenia,ARM,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,46.46996839,46.64559185,48.85844749,50.7200562,52.86266245,56.37513172,61.69301019,61.53494907,61.42606252,58.87249737,58.914647,58.90410959,59.43808314,59.3969094,58.61342094,58.59336214,..,..
Armenia,ARM,Agricultural land (sq. km),AG.LND.AGRI.K2,11700,11700,13230,13280,13910,14440,15050,16050,17564,17519,17488,16761,16773,16770,16760,16748.2,16528,16523,..,..
Armenia,ARM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.73,1.64,31.31,29.96,39.28,34.88,35.57,34.23,33.02,28.91,26.49,29.81,25.41,25.02,24.57,19.93,24.25,..,..,..
Armenia,ARM,"Air transport, passengers carried",IS.AIR.PSGR,..,..,298232,369164,407777,366581,509904,555795,605817,560626,623688,..,53259,193668,54940,179200,268520,1311506,..,..
Armenia,ARM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,2.865931326,2.878873089,3.038446341,3.035549884,3.258964647,3.253602369,3.113205423,2.774645291,2.793134475,3.364642823,3.369086149,3.532017741,3.245231064,..,..,..,..,..
Armenia,ARM,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,..,..,..,0,0,30,64,64,75,97,170,62,105,158,136,181,580,615,975,..
Armenia,ARM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,..,..,..
Armenia,ARM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,1.972089483,2.447555686,2.404015724,4.2841892,5.432317779,4.754398251,5.506665829,6.554815729,1.832983598,2.397959611,..,..,..
Armenia,ARM,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,1,..,..,..,..,..,..,10,10,154,20,..,..
Armenia,ARM,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,..,..,..,100,100,100,99.96,99.96,99.96,100,100,99.98,99.98,99.98,..,..,..,..
Armenia,ARM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.585,23.281,10.6,10,10.1,11.3,11.8,11.9,12,12.9,13.3,12.6,12.3,12.2,12.3,12.4,12.3,12.3,..,..
Armenia,ARM,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,3.936458439,-82.82154561,-82.51500233,-85.07514401,-83.29748173,-81.90961545,-78.52416495,-78.60597398,-75.19598077,-72.8177439,-72.62188344,-71.35913687,-69.08243945,-66.72537668,-64.0839072,-62.58824548,-63.91403314,-63.93857585,..
Armenia,ARM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,5.178255134,..,..,..,..,..,..,..,..,..,..,6.69449891,..,..,..,..,..,..
Armenia,ARM,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,8.391830444,7.308189869,..,6.773960114,4.337940216,1.813660026,..,7.142114056,7.488349188,8.405431423,8.874153922,7.201609815,5.359965155,3.509223563,1.084145409,..
Armenia,ARM,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,10.76339713,12.18410178,13.46579751,15.46429341,16.86176947,23.77653914,24.43599471,25.26808414,25.77349572,25.66427704,26.00526166,24.6889799,..,..
Armenia,ARM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.7,..
