Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Chile,CHL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,74.34924316,..,..,..,87.06206782,..,..,85.06917782,..
Chile,CHL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,27.63343695,..,..,26.48560458,..,..,28.43086056,..,30.40088138,..,..,..
Chile,CHL,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,11.33011806,..,..,17.06236214,..,7.346600559,..,..,..
Chile,CHL,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,95.54645,96.10264,94.77589,..,..,..,..,..,..,..,..
Chile,CHL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.865823009,13.0937834,3.721995275,3.94156353,3.231817839,4.374324333,6.061267453,8.865799912,4.221175228,8.279147215,1.707000923,1.0238771,0.964491849,2.907143803,-9.359729782,6.272687757,..,..,..,..
Chile,CHL,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,5.071863251,7.710303041,8.917683484,10.47489644,11.19870031,10.7157336,8.498197083,9.462967579,7.51223505,7.723781476,7.10843174,6.426048885,4.560943374,6.763343522,4.763887392,-3.603208222,..,..,..,..
Chile,CHL,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,2.647629976,3.19975996,3.091660023,2.297399998,1.786460042,2.025320053,1.576230049,0.784839988,1.157770038,..,..
Chile,CHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,69.529,68.621,61.242,59.205,55.022,51.275,50.063,50.781,51.682,53.325,54.78,27.261,23.705,18.968,14.415,7.892,7.687,6.542,..,..
Chile,CHL,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.3830743,21.23513178,20.32192293,20.37572021,20.933867,20.74557652,21.43149185,21.36424525,21.24992603,21.15847065,20.73612783,16.5754635,16.01607672,15.43534697,14.90262895,14.56318702,14.31993271,14.40102498,..,..
Chile,CHL,Agricultural land (sq. km),AG.LND.AGRI.K2,158990,157890,151100,151500,155650,154250,159350,158850,158000,157320,154179.746,123037.471,118885.217,114658.641,110701.443,108179.961,106372.991,106975.37,..,..
Chile,CHL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,5.48,7.88,6.33,7.31,7.49,7.22,6.87,8.03,8.49,6.5,6.87,6.72,7.7,7.61,8.76,9.12,10.64,12.02,..,..
Chile,CHL,"Air transport, passengers carried",IS.AIR.PSGR,1363600,1405900,5174876,5315623,4986727,5246787,5463753,5939020,6016649,7190963,8021939,17664974,19517185,21197759,8019753,10302876,23742201,21323388,..,..
Chile,CHL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.916704849,1.757739375,1.836458123,1.92287569,1.829638363,1.731660862,1.717848176,1.677130661,1.433705127,1.397687194,1.3467133,1.294571459,1.263455491,1.239361932,1.279922684,..,..,..,..,..
Chile,CHL,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,..,..,63,60,12,48,75,101,334,507,875,8462,11993,8521,8069,10159,11896,12694,13345,..
Chile,CHL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522,..,..,..
Chile,CHL,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,1.619158778,1.822996838,1.634837878,1.202497505,0.905289363,0.748131241,0.750701585,0.96398216,1.916362509,1.872014621,2.055049193,1.552989248,1.228772349,1.665486211,2.104379036,..,..
Chile,CHL,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,100,100,99.96,99.96,99.96,99.96,99.96,99.96,99.98,100,100,99.98,99.98,99.98,99.98,..,..,..
Chile,CHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.136,21.808,16.322,15.914,15.249,14.789,14.415,14.23,13.995,14.194,14.353,11.763,11.698,10.94,10.097,9.07,9.672,8.963,..,..
Chile,CHL,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,240.7124149,257.0801792,280.8045238,301.6247526,312.548914,377.010522,376.3771167,367.6871267,343.0078181,338.8361844,347.9161764,352.7030286,..,..
Chile,CHL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,-4.300266095,62.11605842,55.51184184,57.12376434,62.92457828,76.09327779,78.02848783,81.69211227,103.9423621,114.6942314,170.1663396,170.367717,186.7072833,163.41854,168.2275174,172.1993787,131.8019819,134.2558366,..
Chile,CHL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,10.85000108,..,..,..,..,..,..,..,..,..,..,7.111620873,..,..,..,..,..,..
Chile,CHL,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,3.351799965,3.236639977,2.302560091,1.903339982,1.60679996,2.274950027,2.166699886,1.292880058,1.329589963,..,..
Chile,CHL,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,14.81373959,15.26723273,16.48457158,17.06063693,17.26025159,14.76845914,13.87403238,12.88254311,12.09666072,10.90886031,10.01087645,9.48233369,..,..
Chile,CHL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2,..
Chile,CHL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,1.75999999,2.676122758,2.559314834,2.950026451,3.171115621,3.174793566,3.288091082,3.604195124,..
Chile,CHL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1222.652736,1297.859958,2473.290941,2600.573367,2698.020075,2866.128599,3031.817122,3064.204554,3192.221062,3311.143676,3312.372454,4053.479986,4172.296781,4218.620688,4166.721733,4306.720886,4422.433427,4322.99269,..,..
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.21194492,30.98487948,30.12375388,31.84731127,32.25722035,35.06097453,39.68574951,40.17557201,43.8656742,45.1298519,41.16256079,28.33137683,28.52904474,27.87466776,31.33039024,31.99279527,35.60662827,30.81106207,33.72332117,..
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,20.50490093,20.5816979,21.27287057,21.3950173,21.51716402,21.63931075,21.76145748,21.8836042,22.00575093,22.12789766,22.25004438,24.0364519,24.20206175,24.34979749,24.51524547,24.68072039,24.84617726,25.01164611,..,..
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.598723047,7.756201893,4.971621488,3.154034925,3.202799135,4.723245269,6.674254168,5.837045719,6.049990826,5.168230985,3.789392806,1.357695373,3.990029478,0.634367534,-6.143474792,11.31492049,2.153993562,0.521367977,2.644311549,..
Dominican Republic,DOM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,83.7,84.7,85.4,86,86.6,86.7,86.7,86.9,87,90.6,91.25,91.8,92.3,92.7,93.2,93.5,..,..
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,78.2,88.8,89.8,89.7,89.2,90.3,90.1,90.1,96.9,97.6,100,98.9,99,100,98.1,98.1,99.6,..,..
Dominican Republic,DOM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,56.23919102,..,..,..,51.29801127,..,..,64.77796388,..
Dominican Republic,DOM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,23.21308739,27.75847917,27.21445611,32.57599015,37.66718201,..,35.28954946,..,..,..,..
Dominican Republic,DOM,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,86.10226,..,92.74606,89.83362,84.60371,86.01771,84.15028,90.15731,86.59027,94.3396,93.86741,..,..,..,..,..,..,..
Dominican Republic,DOM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-7.268779631,8.117108548,2.378908026,4.418342902,3.198081334,-6.960233151,1.89367808,12.90205393,8.362247843,7.003143906,4.023115438,3.415588727,5.754309762,3.635614336,-6.991601288,7.510338351,..,..,..,..
Dominican Republic,DOM,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,11.68980843,9.310342014,20.80540082,21.8997933,21.39914885,19.0799959,20.14295526,18.36481302,18.71467358,18.08562453,17.17757505,18.63641939,20.12700626,20.00665421,17.78606303,21.89448337,..,..,..,..
Dominican Republic,DOM,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,15.69229031,..,7.054870129,..,6.546030045,6.517059803,..,6.241380215,4.116600037,7.249707964,10.00891335,5.852611986,7.766080804,16.44140663,11.23803043,9.829090118,9.801258736,..
Dominican Republic,DOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,117.522,115.906,111.981,108.811,104.841,100.871,95.454,92.566,91.131,90.542,91.905,75.887,72.619,66.982,58.852,56.058,53.582,52.774,..,..
Dominican Republic,DOM,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.17442972,53.96915752,52.05961499,52.05961499,52.05961499,49.03083006,48.08282343,48.29080522,47.62306562,47.89579176,46.98299317,52.38640861,53.36602981,53.70121843,52.32439216,52.41072974,54.69412436,55.35308089,..,..
Dominican Republic,DOM,Agricultural land (sq. km),AG.LND.AGRI.K2,26171.667,26072.5,25150,25150,25150,23686.794,23228.812,23329.288,23006.703,23138.457,22697.484,25307.874,25781.129,25882.924,25219.321,25260.934,26361.485,26679.089,..,..
Dominican Republic,DOM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.75,1.08,1.14,0.94,1.12,1.73,2.05,2.35,2.11,1.94,1.67,2.75,2.41,2.08,2.83,2.98,2.51,..,..,..
Dominican Republic,DOM,"Air transport, passengers carried",IS.AIR.PSGR,718000,264200,..,..,..,..,..,..,..,..,..,..,..,113752,31391,69447,392830,996238,..,..
Dominican Republic,DOM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.845517849,0.824230816,1.215801355,1.215917,1.184887791,1.179802498,1.136551075,1.14655396,1.80414181,1.771736067,1.062404583,1.492854902,1.439442133,1.38747346,1.477440524,..,..,..,..,..
Dominican Republic,DOM,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,..,..,24,..,..,..,..,..,..,..,..,850,327,561,625,642,2175,4185,986,..
Dominican Republic,DOM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,..,..,..
Dominican Republic,DOM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,1.906586556,1.617669689,1.545568536,2.011378199,1.309355207,0.825504642,0.929892936,..,..
Dominican Republic,DOM,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,100,100,100,100,100,96.79,100,100,100,100,100,..,99.98,99.98,0,..,..,..
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.778,30.238,25.557,25.069,24.385,23.738,23.103,22.464,21.86,21.829,22.12,20.009,19.848,19.43,18.957,18.571,18.255,17.931,..,..
Dominican Republic,DOM,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,114.6203535,125.9247913,131.0071295,190.5865362,189.1779359,205.4918706,191.7505759,201.8880482,213.7716223,237.026133,..,..
Dominican Republic,DOM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,4.660356417,137.1182361,138.7955654,162.1210421,134.3621784,117.310786,134.32726,156.6425979,158.8262437,158.4009877,196.6652949,219.6104107,254.9390799,235.7900907,269.9864068,300.4738923,308.9054335,326.7836432,..
Dominican Republic,DOM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,34.9020465,..,..,..,..,..,..,..,..,..,..,12.57576408,..,..,..,..,..,..
Dominican Republic,DOM,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,12.64657974,..,5.851799965,9.249119759,14.50529957,13.25137997,14.35095024,8.256440163,11.87271976,4.765434248,5.530572047,3.863389937,3.735369758,10.20952672,6.012580871,4.972843202,4.927660468,..
Dominican Republic,DOM,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,9.97744036,9.940023104,9.917227819,9.925085145,10.05386943,12.63888667,12.42646115,12.19701972,11.58118903,11.10689426,10.83704373,10.84110058,..,..
Dominican Republic,DOM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.6,..
Dominican Republic,DOM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,390.2860037,399.7340768,1358.078048,1299.155085,1394.789,1411.372489,1161.793023,1270.022419,1324.35046,1344.909048,1328.927947,1552.849329,1586.154325,1693.586119,1541.291571,1714.482056,1716.806755,..,..,..
Dominican Republic,DOM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.61070791,40.07797316,35.49782514,31.89062009,30.72401016,42.15299816,41.14747664,28.33113815,28.22491627,26.76202201,23.9483515,24.17975196,23.99308964,23.32533259,18.79720724,21.5282998,22.02618662,21.32331653,22.7679274,..
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,33.01366177,33.79523908,40.8294349,41.03777686,41.24611882,41.45446077,41.66280273,41.87114469,42.07948665,42.28782861,42.49617057,43.87973504,44.0471952,44.31738067,44.48522989,44.65307911,44.82092833,44.98877755,..,..
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.454312395,0.944138889,4.651725503,2.469370238,4.48650367,-1.349357448,2.585566674,9.43178932,9.17120651,7.418405778,3.268086713,3.933861764,7.097516402,4.894030115,-7.929052342,14.01242891,5.237956529,2.192298482,4.953522045,..
"Egypt, Arab Rep.",EGY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,82.2,86.2,89.6,92.1,94.3,95.7,97,97.8,98.4,99.9,99.9,99.9,99.9,99.9,99.9,99.9,..,..
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,97.7,97.4,97.5,98.8,97.8,99.4,99,98.4,99.8,100,100,100,100,100,100,100,..,..
"Egypt, Arab Rep.",EGY,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,32.78436071,..,..,..,27.44400572,..,..,43.1134368,..
"Egypt, Arab Rep.",EGY,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,39.24936337,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,88.71319,89.51582,90.3736,91.28832,..,92.39762,89.64569,94.16692,..,98.59325,98.45783,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.065128962,17.18240649,6.927374416,7.885876664,1.467675207,0.57557701,1.611292305,1.998913215,8.949260076,8.086787739,4.222654196,-5.3550093,3.25650926,5.576312125,5.09247871,1.549735564,..,..,..,..
"Egypt, Arab Rep.",EGY,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,12.05009103,18.69531654,8.154416935,10.83476928,9.312220192,7.722237946,7.673026133,6.068365667,7.260571199,8.765998912,7.458225577,0.759951698,3.402411267,6.240516466,4.423444763,-0.454705504,..,..,..,..
"Egypt, Arab Rep.",EGY,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,19.84474945,20.25284004,..,..,..,..,17.56704754,16.9738329,15.60238465,13.51436257,9.500407804,..,7.832797262,6.642628871,..
"Egypt, Arab Rep.",EGY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,78.684,75.285,55.974,54.317,52.45,52.281,52.035,52.885,53.981,55.205,55.887,53.207,47.175,43.989,43.848,41.901,41.852,41.754,..,..
"Egypt, Arab Rep.",EGY,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.660103471,2.655080617,3.306042493,3.353257321,3.439650409,3.424581847,3.493897232,3.539102918,3.549148626,3.55417148,3.558189763,3.854506806,3.880656989,3.939926666,3.989150635,4.049424883,4.076548295,4.076548295,..,..
"Egypt, Arab Rep.",EGY,Agricultural land (sq. km),AG.LND.AGRI.K2,26480,26430,32910,33380,34240,34090,34780,35230,35330,35380,35420,38369.688,38630,39220,39710,40310,40580,40580,..,..
"Egypt, Arab Rep.",EGY,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.54,2.53,2.86,2.79,2.31,2.28,2.06,1.8,1.75,1.97,1.82,1.45,1.66,2.25,2.45,2.28,2.22,2.23,..,..
"Egypt, Arab Rep.",EGY,"Air transport, passengers carried",IS.AIR.PSGR,3239200,2595400,4521702,4389163,4526688,4180814,4621310,4888146,4988262,5829044,6688999,11748510,12386010,13206889.61,4638192.256,5563387,12152219,16672111.3,..,..
"Egypt, Arab Rep.",EGY,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,2.695920594,2.608183579,3.185143944,3.601534141,3.663998884,3.51684295,3.426398849,3.272947118,3.39234273,3.251718821,3.210964919,2.721807713,2.765743236,2.779990519,2.762327705,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,..,..,11164,15644,12085,5390,8741,11003,16355,14865,14653,56557,68168,66309,56446,60392,63881,232244,638948,..
"Egypt, Arab Rep.",EGY,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,..,..,..
"Egypt, Arab Rep.",EGY,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,497,680,637,527,112,231,..,..,..
"Egypt, Arab Rep.",EGY,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,99.35,99.35,99.35,99.35,99.33,99.33,99.33,99.33,99.33,99.37,99.37,99.34,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.545,32.367,27.392,27.252,27.076,26.866,26.569,26.566,26.562,26.849,26.976,26.1,23.592,22.267,22.004,21.154,21.091,21.004,..,..
"Egypt, Arab Rep.",EGY,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,37.65726072,36.3863426,50.19420056,65.41556564,97.68325249,110.3132482,116.5272532,116.5045627,112.6959876,110.6278717,115.7219184,..,..
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,2.371159255,39.77994191,54.29986384,58.4078407,61.56894928,75.29662712,94.93247895,106.3946665,120.689154,120.7636796,185.9801207,179.9834339,159.0144265,169.0176829,185.8977273,183.0153794,201.4204663,218.6882186,..
"Egypt, Arab Rep.",EGY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,20.86673784,..,..,..,..,..,..,..,..,..,..,9.628460813,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,15.58201027,15.41777039,14.94620991,14.25580978,13.71261978,13.88568974,16.83967972,13.17199993,..,10.5235897,8.105639266,6.101356686,4.483816714,3.199402456,..,4.400021468,3.514386305,..
"Egypt, Arab Rep.",EGY,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,3.660229311,3.671353195,3.775817268,4.055779967,4.281920035,4.600083118,4.706543808,6.268439642,6.367051697,6.395081316,6.26294122,6.213580799,..,..
"Egypt, Arab Rep.",EGY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.4,..
"Egypt, Arab Rep.",EGY,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,0.790000021,..,..,..,..,..,0.401602835,..,..
"Egypt, Arab Rep.",EGY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,651.5617052,664.195672,920.1283292,966.7654177,1011.671997,1072.590809,1110.818324,1175.176574,1239.35309,1322.401425,1360.324778,1564.919677,1557.633784,1509.96961,1431.421328,1459.177775,1477.948734,1492.896036,..,..
"Egypt, Arab Rep.",EGY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.35490605,27.46666667,16.20111732,17.47978812,18.31617841,21.79640719,28.22996085,30.34354689,29.94981383,30.24973147,33.04299274,15.01408682,17.98465561,16.64403145,12.47277574,10.56115022,15.08702582,19.10609134,16.37624221,..
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,0.044010247,0.045557286,0.059480637,0.060126576,0.060772515,0.061418454,0.062064393,0.062710332,0.063356271,0.06400221,0.064648149,0.045185594,0.045185594,0.045185594,0.045185594,0.045185594,0.045185594,0.045185594,..,..
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.667029157,1.125404595,6.37000383,3.535251974,2.390204026,3.193454737,4.092071611,4.471744472,6.843838194,7.087827427,7.156283566,4.181221,5.331108619,5.552093072,3.550164838,3.290646012,6.587845609,3.760280523,2.399169268,..
Ethiopia,ETH,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,0.8,0.9,1,1,1.1,1.2,1.3,1.5,1.7,5.2,5.6,5.9,6.2,6.5,6.9,7.1,..,..
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,12.7,10.2,11.9,13.5,15.2,14,18.6,20.3,22,44.3,44.8,48,51.1,54.2,55.4,55.4,..,..
Ethiopia,ETH,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,34.82756992,..,..,..,..,46.48006882,..,48.83027678,..
Ethiopia,ETH,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,12.6897212,..,..,..,..,..,..,..
Ethiopia,ETH,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,40.27072,44.56625,46.8104,47.54802,50.34928,61.18754,65.75849,70.93256,76.57609,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,4.965010808,8.670219022,14.23600545,13.15185592,-0.466047958,..,..,..,..
Ethiopia,ETH,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,13.52658714,19.89463284,17.55163388,16.16023477,14.19331942,..,..,..,..
Ethiopia,ETH,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,63.81966019,60.96026993,58.02439117,55.77962875,54.10982132,51.49501038,47.90419006,46.14458084,45.05326843,..,..,..,..,..,51.07175489,52.57088628,54.7707509,..
Ethiopia,ETH,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,177.316,172.315,148.482,155.407,151.234,141.308,141.718,142.009,133.421,125.806,117.95,75.196,74.733,74.505,73.654,72.373,71.137,69.865,..,..
Ethiopia,ETH,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,30.534,30.559,30.498,31.607,29.32932765,29.76342899,30.31951071,31.07924006,30.58122402,33.26392881,33.58523515,33.83925636,34.0927477,34.35547063,34.07795649,34.07795649,..,..
Ethiopia,ETH,Agricultural land (sq. km),AG.LND.AGRI.K2,..,..,305340,305590,304980,316070,331010,335910,342190,350770,345130,375401,379030,381900,384761,387703.41,384569.33,384569.33,..,..
Ethiopia,ETH,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.52,0.51,0.59,0.67,0.66,0.72,0.77,0.85,0.95,0.95,0.94,2.72,2.88,2.89,3,2.91,3.15,..,..,..
Ethiopia,ETH,"Air transport, passengers carried",IS.AIR.PSGR,620300,635600,944595,1027528,1103184,1117329,1403293,1667316,1720306,2290179,2715017,9566378,11501244,12631216,4940183,7065954,10769724,15273254,..,..
